Event_Name,Event_Client_Id,Venue_Name,Event_Date,Event_Time,as_of_date,unique_views,order_qty,tkt_qty
Canucks vs. Stars,11005EDDB6353133,Rogers Arena,2023-11-04,19:00,2023-09-05,83,2,6
Canucks vs. Avalanche,11005D05E88E52C2,Rogers Arena,2023-01-20,19:00,2022-09-05,47,2,4
Canucks vs. Vegas Golden Knights,11005EDDB61830D9,Rogers Arena,2024-04-08,19:00,2023-12-08,69,2,4
Canucks vs. Jets,11005EDDB5FF308C,Rogers Arena,2024-03-09,19:00,2023-10-30,42,1,2
Canucks vs. Blue Jackets,11005EDDB5EE305A,Rogers Arena,2024-01-27,19:00,2023-08-12,17,1,2
Canucks vs. Flyers,11005EDDB65E319B,Rogers Arena,2023-12-28,19:00,2023-09-22,42,1,2
Canucks vs. Stars,11005D05E8AF5310,Rogers Arena,2023-03-14,19:00,2022-12-06,35,1,2
Canucks vs. Avalanche,11005D05E88852BC,Rogers Arena,2023-01-05,19:00,2022-09-21,40,1,2
Canucks vs. Seattle Kraken,11005B3CECFA2D71,Rogers Arena,2022-04-26,19:00,2021-10-28,63,1,2
Canucks vs. Coyotes,11005B3CECF52D6C,Rogers Arena,2022-04-14,19:00,2021-11-01,15,1,2
Canucks vs. Vegas Golden Knights,11005723841C1F52,Rogers Arena,2022-03-16,19:00,2020-02-11,190,1,2
Canucks vs. Lightning,11005723A11C31CD,Rogers Arena,2022-03-11,19:00,2019-11-02,33,1,2
Canucks vs. Stars,11005EDDB61230D0,Rogers Arena,2024-03-28,19:00,2024-01-17,133,1,3
Canucks vs. Blue Jackets,11005D05E89652DD,Rogers Arena,2023-01-27,19:00,2023-01-05,282,1,3
Canucks vs Kraken Moving to 50 percent capacity-Updates in progress,11005B3CED392DB1,Rogers Arena,2021-12-27,19:00,2021-12-18,492,1,4
Canucks vs. Wild,11005D05E8EB5398,Rogers Arena,2022-12-10,19:00,2022-09-21,62,1,4
Canucks vs. Flyers,11005EDDB65E319B,Rogers Arena,2023-12-28,19:00,2023-07-26,48,1,4
Canucks vs. Wings,11005D05E89952E7,Rogers Arena,2023-02-13,19:00,2022-11-19,56,1,1
Canucks vs. Oilers,11005D05E89152CB,Rogers Arena,2023-01-21,19:00,2022-11-25,327,1,1
Canucks vs. Blackhawks,11005D05E89352D7,Rogers Arena,2023-01-24,19:00,2022-12-27,300,1,5
Canucks vs. Devils,1100552676832A0F,Rogers Arena,2019-03-15,19:00,2018-10-26,9,1,5
Canucks vs. Blue Jackets,11005526775A2EA2,Rogers Arena,2019-03-24,19:00,2019-02-11,34,1,5
Canucks vs. Lightning,11005D05E88B52BE,Rogers Arena,2023-01-18,19:00,2022-10-22,42,1,6
Canucks vs. Blackhawks,11005B3CED1D2D94,Rogers Arena,2021-11-21,17:00,2021-11-13,514,13,42
Canucks vs. Oilers,11005B3CED042D7C,Rogers Arena,2021-10-09,18:00,2021-10-08,1027,74,189
Canucks vs. Wild,11005723A10D3177,Rogers Arena,2020-02-19,19:30,2019-09-12,113,11,20
Canucks vs. Canadiens,11005D05E8E95390,Rogers Arena,2022-12-05,19:30,2022-10-27,245,8,33
Canucks vs. Canadiens,11005D05E8E95390,Rogers Arena,2022-12-05,19:30,2022-11-10,284,7,17
Cancelled ticket due to 50% capacity Canucks vs Islanders,11005B3CECC12C4A,Rogers Arena,2022-02-09,19:30,2021-11-06,116,6,26
Canucks vs. Vegas Golden Knights,11005D05E8DE5377,Rogers Arena,2022-11-21,19:30,2022-10-12,213,6,12
Canucks vs. Kings,11005D05E8B95325,Rogers Arena,2023-04-02,17:00,2023-03-03,167,2,4
Canucks vs. Wild,11005723A10D3177,Rogers Arena,2020-02-19,19:30,2019-11-17,53,2,4
Canucks vs. Leafs,11005EDDB5E63009,Rogers Arena,2024-01-20,16:00,2023-11-01,423,2,5
Canucks vs. Ducks,11005EDDB61530D3,Rogers Arena,2024-03-31,12:30,2023-12-18,135,2,7
Canucks vs. Canadiens,11005B3CECD72C81,Rogers Arena,2022-03-09,19:30,2021-12-15,139,2,3
Canucks vs. Ducks,11005EDDB61530D3,Rogers Arena,2024-03-31,12:30,2023-10-26,47,2,10
Canucks vs. Sabres,1100572383F91F3D,Rogers Arena,2019-12-07,13:00,2019-09-30,78,1,4
Canucks vs. Bruins,11005EDDB5F63078,Rogers Arena,2024-02-24,16:00,2024-01-15,532,1,2
Canucks vs. Kings,11005EDDB61030CC,Rogers Arena,2024-03-25,18:00,2023-12-05,53,1,2
Canucks vs. Coyotes,11005EDDB61B30DB,Rogers Arena,2024-04-10,19:30,2024-05-04,5,0,0
Canucks vs. Predators,11005D05E8A75307,Rogers Arena,2023-03-06,19:30,2022-09-08,14,0,0
Canucks vs. Predators,11005D05E8A75307,Rogers Arena,2023-03-06,19:30,2022-09-23,15,0,0
Canucks vs. Canadiens,11005D05E8E95390,Rogers Arena,2022-12-05,19:30,2022-08-24,16,0,0
Canucks vs. Canadiens,11005B3CECD72C81,Rogers Arena,2022-03-09,19:30,2022-04-08,1,0,0
Canucks vs. Blackhawks,11005724CCE93AFC,Rogers Arena,2020-02-12,19:30,2020-02-15,16,0,0
Canucks vs. Bruins,11005EDDB5F63078,Rogers Arena,2024-02-24,16:00,2024-01-29,798,0,0
Canucks vs. Bruins,11005EDDB5F63078,Rogers Arena,2024-02-24,16:00,2023-12-30,275,0,0
Canucks vs. Leafs,11005C3BA8725CCA,Rogers Arena,2022-02-12,16:00,2022-03-07,1,0,0
Canucks vs. Ducks,11005EDDB61530D3,Rogers Arena,2024-03-31,12:30,2023-08-13,18,0,0
Canucks vs. Jets,1100572384121F4E,Rogers Arena,2022-03-11,17:00,2020-04-18,4,0,0
Canucks vs. Kings,11005EDDB61030CC,Rogers Arena,2024-03-25,18:00,2023-08-12,16,0,0
Canucks vs. Bruins,11005B3CED252D9F,Rogers Arena,2021-12-08,18:00,2021-12-18,2,0,0
Canucks vs. Kings,11005EDDB61030CC,Rogers Arena,2024-03-25,18:00,2024-04-02,1,0,0
Canucks vs. Leafs,11005526781831FC,Rogers Arena,2019-03-06,18:00,2019-04-15,0,0,0
Canucks vs. Sharks,11005D05E8F853AC,Rogers Arena,2022-12-27,19:00,2023-01-08,6,0,0
Canucks vs. Senators,11005D05E8AC530E,Rogers Arena,2023-03-11,19:00,2023-03-18,5,0,0
Canucks vs. Sabres,11005B3CECE72D60,Rogers Arena,2022-03-20,19:00,2022-04-01,5,0,0
Canucks vs. Lightning,11005D05E88B52BE,Rogers Arena,2023-01-18,19:00,2022-08-25,7,0,0
Canucks vs. Sabres,11005EDDB607309D,Rogers Arena,2024-03-19,19:00,2023-07-30,10,0,0
Canucks vs. Blackhawks,11005D05E8BE532E,Rogers Arena,2023-04-06,19:00,2022-09-25,13,0,0
Canucks vs. Wild,11005D05E8A252F5,Rogers Arena,2023-03-02,19:00,2022-10-22,15,0,0
Canucks vs. Coyotes,11005723A104316F,Rogers Arena,2020-01-16,19:00,2019-11-30,9,0,0
Canucks vs. Wings,11005B3CECE12D5C,Rogers Arena,2022-03-17,19:00,2022-03-22,9,0,0
Canucks vs. Blackhawks,11005EDDB5E93019,Rogers Arena,2024-01-22,19:00,2024-02-02,9,0,0
Canucks vs. Stars,11005D05E8AF5310,Rogers Arena,2023-03-14,19:00,2022-10-17,19,0,0
Canucks vs. Lightning,11005723A11C31CD,Rogers Arena,2022-03-11,19:00,2019-10-24,19,0,0
Canucks vs. Wings,11005D05E89952E7,Rogers Arena,2023-02-13,19:00,2023-02-15,23,0,0
Canucks vs. Kings,11005B3CECFD2D76,Rogers Arena,2022-04-28,19:00,2021-12-17,28,0,0
Canucks vs. Kings,1100552677662EAC,Rogers Arena,2019-03-28,19:00,2019-01-15,28,0,0
Canucks vs. Blue Jackets,11005526775A2EA2,Rogers Arena,2019-03-24,19:00,2019-01-11,25,0,0
Canucks vs. Kings,11005724C2E637CE,Rogers Arena,2019-12-28,19:00,2019-09-26,53,0,0
Canucks vs. Rangers,11005D05E89B52EC,Rogers Arena,2023-02-15,19:00,2022-11-17,41,0,0
Canucks vs. Stars,11005EDDB61230D0,Rogers Arena,2024-03-28,19:00,2024-03-02,242,0,0
Canucks vs. Capitals,11005EDDB6053099,Rogers Arena,2024-03-16,19:00,2024-01-12,218,0,0
Cancelled ticket due to 50% capacity Canucks vs Coyotes,11005B3CED322DAD,Rogers Arena,2022-02-08,19:00,2022-01-27,266,0,0
Cancelled ticket due to 50% capacity Canucks vs Blues,11005B3CECD02C79,Rogers Arena,2022-01-23,19:00,2022-01-18,325,0,0
Canucks vs. Oilers,11005B3CED0C2D83,Rogers Arena,2021-10-30,19:00,2021-10-01,123,0,0
Canucks vs. Seattle Kraken,11005D05E8BB5329,Rogers Arena,2023-04-04,19:00,2022-12-30,47,0,0
Canucks vs. Sharks,11005526768F2A33,Rogers Arena,2019-04-02,19:00,2018-11-11,13,0,0
Canucks vs. Sharks,11005EDDB640315D,Rogers Arena,2023-11-20,19:00,2023-10-02,95,0,0
Canucks vs. Flames,11005EDDB60D30B2,Rogers Arena,2024-03-23,19:00,2023-11-08,96,0,0
Canucks vs. Flames,11005D05E8C15331,Rogers Arena,2023-04-08,19:00,2022-09-20,33,0,0
Canucks vs. Penguins,11005B3CED202D9B,Rogers Arena,2021-12-04,19:00,2021-12-10,4,0,0
Canucks vs. Capitals,11005B3CECDA2D0F,Rogers Arena,2022-03-11,19:00,2022-03-18,4,0,0
Canucks vs. Panthers,11005D05E8E45380,Rogers Arena,2022-12-01,19:00,2022-12-15,4,0,0
Canucks vs. Seattle Kraken,11005B3CECFA2D71,Rogers Arena,2022-04-26,19:00,2022-05-09,4,0,0
Canucks vs. Flames,11005724C2CC37B1,Rogers Arena,2022-03-14,19:00,2020-05-02,3,0,0
Canucks vs. Sabres,11005EDDB607309D,Rogers Arena,2024-03-19,19:00,2024-03-24,3,0,0
Canucks vs. Coyotes,11005EDDB5E32FFD,Rogers Arena,2024-01-18,19:00,2024-02-16,2,0,0
Canucks vs. Stars,11005D05E8AF5310,Rogers Arena,2023-03-14,19:00,2022-08-28,2,0,0
Canucks vs. Sharks,11005D05E8B4531A,Rogers Arena,2023-03-23,19:00,2023-04-14,2,0,0
Canucks vs. Vegas Golden Knights,11005D05E8B15316,Rogers Arena,2023-03-21,19:00,2023-04-14,1,0,0
Canucks vs. Vegas Golden Knights,11005B3CECF32D6A,Rogers Arena,2022-04-12,19:00,2022-05-18,1,0,0
Canucks vs. Coyotes,11005EDDB5E32FFD,Rogers Arena,2024-01-18,19:00,2024-02-19,1,0,0
Canucks vs. Coyotes,11005D05E8C9533A,Rogers Arena,2022-10-07,19:00,2022-12-01,1,0,0
Canucks vs. Ducks,11005D05E8AA5309,Rogers Arena,2023-03-08,19:00,2023-03-24,1,0,0
Canucks vs. Seattle Kraken,11005D05E8BB5329,Rogers Arena,2023-04-04,19:00,2023-04-26,1,0,0
Canucks vs. Stars,11005EDDB61230D0,Rogers Arena,2024-03-28,19:00,2024-04-15,1,0,0
Canucks vs. Islanders,11005EDDB63A314A,Rogers Arena,2023-11-15,19:00,2023-07-14,1,0,0
TBD at Vancouver Canucks Round 1 Home Game 3,110058718F1D24AE,Rogers Arena,2020-04-27,19:00,2020-05-09,1,0,0
Canucks vs. Wings,11005723A12431EC,Rogers Arena,2019-10-15,19:00,2019-10-30,0,0,0
Canucks vs. Devils,1100552676832A0F,Rogers Arena,2019-03-15,19:00,2019-04-06,0,0,0
Canucks vs. Panthers,11005B95FC1E40FB,Rogers Arena,2022-01-21,19:00,2022-01-27,0,0,0
Canucks vs. Panthers,11005D05E8E45380,Rogers Arena,2022-12-01,19:00,2023-02-13,0,0,0
Canucks vs. Panthers,11005EDDB6553192,Rogers Arena,2023-12-14,19:00,2024-02-29,0,0,0
Canucks vs. Capitals,11005B3CECDA2D0F,Rogers Arena,2022-03-11,19:00,2022-09-02,0,0,0
Canucks vs. Vegas Golden Knights,11005723841C1F52,Rogers Arena,2022-03-16,19:00,2020-03-23,0,0,0
Canucks vs. Seattle Kraken,11005D05E8F553A7,Rogers Arena,2022-12-22,19:00,2023-04-10,0,0,0
Canucks vs. Kings,11005D05E8DC5360,Rogers Arena,2022-11-18,19:00,2023-02-20,0,0,0
Canucks vs. Kings,11005B3CED222D9D,Rogers Arena,2021-12-06,19:00,2022-04-11,0,0,0
Canucks vs. Ducks,1100572384171F50,Rogers Arena,2022-03-15,19:00,2020-04-11,0,0,0
Canucks vs. Stars,11005EDDB61230D0,Rogers Arena,2024-03-28,19:00,2023-12-18,42,0,0
Canucks vs. Leafs,11005EDDB5E63009,Rogers Arena,2024-01-20,16:00,2024-01-11,889,0,0
Canucks vs. Ducks,11005EDDB61530D3,Rogers Arena,2024-03-31,12:30,2023-12-24,118,1,2
Canucks vs. Coyotes,11005EDDB61B30DB,Rogers Arena,2024-04-10,19:00,2024-03-02,113,0,0
Canucks vs. Vegas Golden Knights,11005EDDB61830D9,Rogers Arena,2024-04-08,19:00,2024-03-09,210,2,5
Canucks vs. Jets,11005EDDB5F43070,Rogers Arena,2024-02-17,19:00,2023-12-23,218,4,8
Canucks vs. Kings,11005EDDB61030CC,Rogers Arena,2024-03-25,18:00,2024-01-04,78,3,8
Canucks vs. Coyotes,11005EDDB61B30DB,Rogers Arena,2024-04-10,19:00,2023-12-03,15,0,0
Canucks vs. Vegas Golden Knights,11005EDDB61830D9,Rogers Arena,2024-04-08,19:00,2024-01-18,163,2,3
Canucks vs. Senators,11005B3CECC72C72,Rogers Arena,2022-01-08,19:00,2021-10-22,106,2,8
Canucks vs. Panthers,11005723A12831FD,Rogers Arena,2019-10-28,19:00,2019-09-30,118,5,12
Canucks vs. Ducks,11005B3CED352DAF,Rogers Arena,2022-02-19,19:00,2022-01-29,230,16,51
Canucks vs. Bruins,11005724CCEE3B00,Rogers Arena,2020-02-22,19:00,2019-12-20,151,5,12
Canucks vs. Kings,11005B3CECFD2D76,Rogers Arena,2022-04-28,19:00,2022-03-19,169,3,9
Canucks vs. Lightning,11005EDDB651318C,Rogers Arena,2023-12-12,19:00,2023-11-29,213,11,24
Canucks vs. Kings,11005B3CECFD2D76,Rogers Arena,2022-04-28,19:00,2022-03-26,174,4,8
Canucks vs. Penguins,11005724CCF73B0D,Rogers Arena,2019-12-21,19:00,2019-11-29,74,3,6
Canucks vs. Sharks,11005EDDB6593198,Rogers Arena,2023-12-23,19:00,2023-09-16,29,2,14
Canucks vs. Capitals,1100572383F01F31,Rogers Arena,2019-10-25,19:00,2019-10-25,1771,48,86
Canucks vs. Flames,11005EDDB60D30B2,Rogers Arena,2024-03-23,19:00,2023-12-15,222,5,11
Canucks vs. Wings,11005D05E89952E7,Rogers Arena,2023-02-13,19:00,2023-01-27,562,4,9
Canucks vs. Seattle Kraken,11005D05E8F553A7,Rogers Arena,2022-12-22,19:00,2022-11-19,262,5,12
Canucks vs. Sharks,11005D05E8F853AC,Rogers Arena,2022-12-27,19:00,2022-11-13,173,3,14
Canucks vs. Senators,110056FDD5AF3CCA,Rogers Arena,2019-09-25,19:00,2019-09-25,933,28,63
Canucks vs. Oilers,11005724C2D637C4,Rogers Arena,2019-12-01,19:00,2019-11-25,510,20,50
Canucks vs. Avalanche,11005D05E88852BC,Rogers Arena,2023-01-05,19:00,2022-12-12,273,9,24
Canucks vs. Vegas Golden Knights,11005723841C1F52,Rogers Arena,2022-03-16,19:00,2019-12-27,115,8,18
Canucks vs. Islanders,11005D05E88352B7,Rogers Arena,2023-01-03,19:00,2022-09-02,56,5,19
Canucks vs. Penguins,11005EDDB5F9307D,Rogers Arena,2024-02-27,19:00,2024-01-30,466,3,6
Canucks vs. Ducks,11005B3CED352DAF,Rogers Arena,2022-02-19,19:00,2021-10-27,171,5,12
Canucks vs. Devils,1100552676832A0F,Rogers Arena,2019-03-15,19:00,2019-01-28,49,3,6
Canucks vs. Predators,11005723A1333222,Rogers Arena,2019-11-12,19:00,2019-11-08,362,12,36
Canucks vs. Flyers,1100572383DC1F2C,Rogers Arena,2019-10-12,19:00,2019-09-21,221,6,17
Canucks vs. Islanders,11005723A11831B0,Rogers Arena,2020-03-10,19:00,2020-03-08,522,14,28
Canucks vs. Flames,11005B3CECE42D5E,Rogers Arena,2022-03-19,19:00,2022-02-28,405,8,21
Canucks vs. Stars,11005EDDB61230D0,Rogers Arena,2024-03-28,19:00,2024-01-22,274,5,17
Canucks vs. Islanders,11005D05E88352B7,Rogers Arena,2023-01-03,19:00,2022-12-20,433,10,22
Canucks vs. Panthers,11005EDDB6553192,Rogers Arena,2023-12-14,19:00,2023-09-28,1347,32,70
Canucks vs. Kings,1100552677662EAC,Rogers Arena,2019-03-28,19:00,2019-03-28,1554,94,215
Canucks vs. Flames,11005D05E8C15331,Rogers Arena,2023-04-08,19:00,2023-03-24,673,6,14
Canucks vs. Oilers,11005724C2E037CA,Rogers Arena,2019-12-23,19:00,2019-10-16,151,6,22
Canucks vs. Blues,11005B3CECE92D62,Rogers Arena,2022-03-30,19:00,2022-02-22,86,7,20
Canucks vs. Ducks,11005B3CED162D8C,Rogers Arena,2021-11-09,19:00,2021-10-29,271,18,48
Canucks vs. Vegas Golden Knights,11005723A141322D,Rogers Arena,2019-12-19,19:00,2019-10-12,136,5,16
Canucks vs. Seattle Kraken,11005B3CECFA2D71,Rogers Arena,2022-04-26,19:00,2022-03-15,199,3,8
Canucks vs. Islanders,11005D05E88352B7,Rogers Arena,2023-01-03,19:00,2022-10-21,56,2,3
Canucks vs. Blue Jackets,11005526775A2EA2,Rogers Arena,2019-03-24,19:00,2019-03-01,86,2,3
Canucks vs. Wings,11005D05E89952E7,Rogers Arena,2023-02-13,19:00,2022-12-27,169,2,5
Canucks vs. Predators,1100572384031F43,Rogers Arena,2020-02-10,19:00,2019-12-07,94,2,5
Canucks vs. Vegas Golden Knights,11005723A141322D,Rogers Arena,2019-12-19,19:00,2019-10-10,101,2,4
Canucks vs. Senators,11005EDDB5DF2FF6,Rogers Arena,2024-01-02,19:00,2023-08-12,26,2,4
Canucks vs. Seattle Kraken,11005EDDB63D315B,Rogers Arena,2023-11-18,19:00,2023-08-06,61,2,4
Canucks vs. Blackhawks,11005D05E89352D7,Rogers Arena,2023-01-24,19:00,2022-09-12,30,1,2
Canucks vs. Canadiens,11005EDDB60A30A4,Rogers Arena,2024-03-21,19:00,2023-07-22,51,1,2
Canucks vs. Stars,11005EDDB61230D0,Rogers Arena,2024-03-28,19:00,2023-12-08,58,1,2
Canucks vs. Canadiens,11005EDDB60A30A4,Rogers Arena,2024-03-21,19:00,2023-12-22,177,1,2
Canucks vs. Capitals,11005EDDB6053099,Rogers Arena,2024-03-16,19:00,2024-01-18,270,1,2
Canucks vs. Jets,11005EDDB5FF308C,Rogers Arena,2024-03-09,19:00,2023-08-09,17,1,2
Canucks vs. Predators,11005EDDB6323125,Rogers Arena,2023-10-31,19:00,2023-08-13,23,1,2
Canucks vs. Predators,11005EDDB6323125,Rogers Arena,2023-10-31,19:00,2023-08-05,30,1,2
Canucks vs. Blackhawks,11005D05E8BE532E,Rogers Arena,2023-04-06,19:00,2023-02-13,74,1,2
Canucks vs. Vegas Golden Knights,11005D05E8B15316,Rogers Arena,2023-03-21,19:00,2022-09-07,13,1,2
Canucks vs. Avalanche,11005D05E88E52C2,Rogers Arena,2023-01-20,19:00,2022-10-10,74,1,2
Canucks vs. Seattle Kraken,11005B3CECFA2D71,Rogers Arena,2022-04-26,19:00,2021-10-26,70,1,2
Canucks vs. Sharks,11005723A12031DF,Rogers Arena,2022-03-13,19:00,2019-09-22,18,1,2
Canucks vs. Blue Jackets,11005B3CED2C2DA9,Rogers Arena,2021-12-14,19:00,2021-10-05,44,1,2
Canucks vs. Senators,1100552677532D9A,Rogers Arena,2019-03-20,19:00,2018-10-23,11,1,2
Canucks vs. Blackhawks,11005D05E89352D7,Rogers Arena,2023-01-24,19:00,2022-10-07,32,1,3
Canucks vs. Sharks,11005526768F2A33,Rogers Arena,2019-04-02,19:00,2019-01-22,43,1,4
Canucks vs. Canadiens,11005EDDB60A30A4,Rogers Arena,2024-03-21,19:00,2024-03-17,626,1,1
Canucks vs. Blues,11005EDDB5EB3038,Rogers Arena,2024-01-24,19:00,2023-08-09,17,1,1
Canucks vs. Islanders,11005723A11831B0,Rogers Arena,2020-03-10,19:00,2019-11-12,24,1,6
Canucks vs. Sabres,1100572383F91F3D,Rogers Arena,2019-12-07,13:00,2019-09-15,89,7,23
Canucks vs. Bruins,11005EDDB5F63078,Rogers Arena,2024-02-24,16:00,2023-11-25,382,8,26
Cancelled ticket due to 50% capacity Canucks vs Maple Leafs,11005B3CED2F2DAB,Rogers Arena,2022-02-12,16:00,2021-12-13,1598,6,11
Canucks vs. Leafs,11005526781831FC,Rogers Arena,2019-03-06,18:00,2019-01-09,157,5,10
Canucks vs. Kings,11005EDDB61030CC,Rogers Arena,2024-03-25,18:00,2024-01-11,121,4,10
Canucks vs. Leafs,11005EDDB5E63009,Rogers Arena,2024-01-20,16:00,2023-08-08,130,4,7
Canucks vs. Vegas Golden Knights,11005B3CECED2D64,Rogers Arena,2022-04-03,16:00,2022-01-23,85,3,13
Canucks vs. Bruins,11005D05E8A052F1,Rogers Arena,2023-02-25,16:00,2022-11-10,99,2,4
Canucks vs. Leafs,11005D05E8A552FD,Rogers Arena,2023-03-04,16:00,2023-02-26,966,1,1
Cancelled ticket due to 50% capacity Canucks vs Maple Leafs,11005B3CED2F2DAB,Rogers Arena,2022-02-12,16:00,2021-11-06,477,1,1
Canucks vs. Kings,11005D05E8B95325,Rogers Arena,2023-04-02,17:00,2022-12-13,30,1,4
Canucks vs. Coyotes,11005EDDB61B30DB,Rogers Arena,2024-04-10,19:30,2023-09-28,9,1,2
Canucks vs. Coyotes,11005723A110317B,Rogers Arena,2020-03-04,19:30,2019-10-18,15,1,2
Canucks vs. Predators,11005D05E8A75307,Rogers Arena,2023-03-06,19:30,2023-03-09,17,0,0
Cancelled ticket due to 50% capacity Canucks vs Islanders,11005B3CECC12C4A,Rogers Arena,2022-02-09,19:30,2022-01-15,4,0,0
Canucks vs. Blackhawks,11005724CCE93AFC,Rogers Arena,2020-02-12,19:30,2019-11-01,58,0,0
Canucks vs. Vegas Golden Knights,11005B3CECED2D64,Rogers Arena,2022-04-03,16:00,2022-03-05,181,0,0
Canucks vs. Ducks,1100572384081F45,Rogers Arena,2020-02-16,14:00,2020-02-24,2,0,0
Canucks vs. Oilers,11005EDDB62030E5,Rogers Arena,2023-09-30,18:00,2023-10-17,7,0,0
Canucks vs. Kings,11005EDDB61030CC,Rogers Arena,2024-03-25,18:00,2023-09-10,6,0,0
Canucks vs. Avalanche,11005B3CED182D8E,Rogers Arena,2021-11-17,18:00,2021-12-15,2,0,0
Canucks vs. Devils,11005723A1303213,Rogers Arena,2019-11-10,13:00,2019-11-20,1,0,0
Canucks vs. Leafs,11005526781831FC,Rogers Arena,2019-03-06,18:00,2019-05-04,0,0,0
Canucks vs. Canadiens,11005B3CECD72C81,Rogers Arena,2022-03-09,19:30,2023-11-02,0,0,0
Canucks vs. Sabres,11005B3CECE72D60,Rogers Arena,2022-03-20,19:00,2022-03-20,6,0,0
Canucks vs. Penguins,11005B3CED202D9B,Rogers Arena,2021-12-04,19:00,2021-12-15,6,0,0
Cancelled ticket due to 50% capacity Canucks vs Coyotes,11005B3CED322DAD,Rogers Arena,2022-02-08,19:00,2022-01-11,5,0,0
Canucks vs. Predators,1100572384031F43,Rogers Arena,2020-02-10,19:00,2020-02-13,7,0,0
Canucks vs. Blues,11005B3CECE92D62,Rogers Arena,2022-03-30,19:00,2021-10-19,10,0,0
Canucks vs. Panthers,11005EDDB6553192,Rogers Arena,2023-12-14,19:00,2023-12-19,10,0,0
Canucks vs. Devils,11005B3CECDF2D4E,Rogers Arena,2022-03-15,19:00,2021-10-15,23,0,0
Canucks vs. Wild,11005D05E8A252F5,Rogers Arena,2023-03-02,19:00,2022-09-23,23,0,0
Canucks vs. Rangers,11005724C2BF37A3,Rogers Arena,2020-01-04,19:00,2020-01-05,20,0,0
Canucks vs. Devils,1100552676832A0F,Rogers Arena,2019-03-15,19:00,2018-12-04,24,0,0
Canucks vs. Islanders,11005723A11831B0,Rogers Arena,2020-03-10,19:00,2019-11-26,27,0,0
Canucks vs. Stars,11005EDDB6353133,Rogers Arena,2023-11-04,19:00,2023-11-09,27,0,0
Canucks vs. Coyotes,11005B3CECF52D6C,Rogers Arena,2022-04-14,19:00,2021-12-15,25,0,0
Canucks vs. Blackhawks,11005D05E89352D7,Rogers Arena,2023-01-24,19:00,2022-09-14,33,0,0
Canucks vs. Lightning,11005D05E88B52BE,Rogers Arena,2023-01-18,19:00,2022-11-01,46,0,0
Canucks vs. Blue Jackets,11005526775A2EA2,Rogers Arena,2019-03-24,19:00,2019-01-10,31,0,0
Canucks vs. Oilers,11005724C2E037CA,Rogers Arena,2019-12-23,19:00,2019-09-11,48,0,0
Cancelled ticket due to 50% capacity Canucks vs Panthers,11005B3CECCB2C77,Rogers Arena,2022-01-21,19:00,2021-11-05,76,0,0
Canucks vs. Jets,11005EDDB5FF308C,Rogers Arena,2024-03-09,19:00,2024-03-10,127,0,0
Canucks vs. Jets,11005EDDB5FF308C,Rogers Arena,2024-03-09,19:00,2024-02-05,1060,0,0
Canucks vs. Senators,11005D05E8AC530E,Rogers Arena,2023-03-11,19:00,2022-12-06,77,0,0
Canucks vs. Senators,11005D05E8AC530E,Rogers Arena,2023-03-11,19:00,2023-01-14,103,0,0
Canucks vs. Vegas Golden Knights,11005EDDB6463163,Rogers Arena,2023-11-30,19:00,2023-09-30,86,0,0
Canucks vs. Sharks,11005D05E8B4531A,Rogers Arena,2023-03-23,19:00,2022-12-04,34,0,0
Canucks vs. Sharks,11005D05E8B4531A,Rogers Arena,2023-03-23,19:00,2022-12-06,36,0,0
Canucks vs. Flames,11005D05E8B6531F,Rogers Arena,2023-03-31,19:00,2023-01-14,98,0,0
Canucks vs. Flames,11005EDDB61D30E0,Rogers Arena,2024-04-16,19:00,2023-09-04,13,0,0
Canucks vs. Vegas Golden Knights,11005EDDB6463163,Rogers Arena,2023-11-30,19:00,2023-12-13,3,0,0
Canucks vs. Ducks,1100552677602EA6,Rogers Arena,2019-03-26,19:00,2018-09-30,3,0,0
Canucks vs. Wings,11005D05E89952E7,Rogers Arena,2023-02-13,19:00,2022-08-25,3,0,0
Canucks vs. Wings,11005B3CECE12D5C,Rogers Arena,2022-03-17,19:00,2022-04-05,2,0,0
Canucks vs. Flyers,11005B3CED092D81,Rogers Arena,2021-10-28,19:00,2021-11-23,2,0,0
Canucks vs. Bruins,11005724CCEE3B00,Rogers Arena,2020-02-22,19:00,2020-04-01,1,0,0
Canucks vs. Blues,11005EDDB62C311F,Rogers Arena,2023-10-27,19:00,2023-11-19,1,0,0
Canucks vs. Blue Jackets,11005723A1143199,Rogers Arena,2020-03-08,19:00,2020-03-22,1,0,0
Canucks vs. Leafs,11005724CCF33B08,Rogers Arena,2019-12-10,19:00,2019-12-22,1,0,0
Cancelled ticket due to 50% capacity Canucks vs Blues,11005B3CECD02C79,Rogers Arena,2022-01-23,19:00,2021-10-02,1,0,0
Canucks vs. Rangers,11005D05E89B52EC,Rogers Arena,2023-02-15,19:00,2023-02-26,0,0,0
Canucks vs. Flyers,1100572383DC1F2C,Rogers Arena,2019-10-12,19:00,2019-10-16,0,0,0
Canucks vs. Stars,11005D05E8AF5310,Rogers Arena,2023-03-14,19:00,2023-04-15,0,0,0
Canucks vs. Vegas Golden Knights,11005B3CECF32D6A,Rogers Arena,2022-04-12,19:00,2022-05-19,0,0,0
Canucks vs. Vegas Golden Knights,11005EDDB6463163,Rogers Arena,2023-11-30,19:00,2024-01-30,0,0,0
